question,answer,
Một chất điểm dao động điều hoà với phương trình x = 4cos(2πt + π/2)cm. Thời gian từ lúc bắt đầu dao động đến lúc đi qua vị trí x = 2cm theo chiều dương của trục toạ độ lần thứ 1 là,"T = 2π/ω = 1 (s)
Ta có t = 7T/12 = 7/12 s là khoảng thời gian vật đi từ vị trí đầu tiên (vị trí cân bằng theo chiều âm) đến vị trí x = 2 cm lần thứ nhất (vì lúc này vật quét được một góc là 210 độ)",
Một chất điểm dao động điều hoà với phương trình li độ x = 2cos(πt) cm. Vật qua vị trí cân bằng lần thứ nhất vào thời điểm,"T = 2π/ω = 2 (s)
Ta có t = T/4 = 0,5 s là khoảng thời gian vật đi từ vị trí đầu tiên (vị trí biên dương) đến vị trí cân bằng lần thứ nhất (vì lúc này vật quét được một góc là 90 độ)",
"Một vật dao động điều hoà với phương trình x = 4cos(0,5πt - 5π/6) cm. Vào thời điểm nào đầu tiên vật sẽ qua vị trí x = 2√3 cm theo chiều âm của trục toạ độ","T = 2π/ω = 4 (s)
Ta có t = T/2 = 2 s là khoảng thời gian vật đi từ vị trí đầu tiên (vị trí x = -A√3/2 theo chiều dương) đến vị trí x = 2√3 (tương ứng A√3/2 theo chiều âm) lần thứ nhất (vì lúc này vật quét được một góc là 180 độ)",
"Một chất điểm dao động điều hòa theo phương trình x = 4cos(2πt/3) (x tính bằng cm; t tính bằng s). Kể từ t = 0, chất điểm đi qua vị trí có li độ 2 cm lần thứ 2011 tại thời điểm","T = 2π/ω = 3 (s)
Ta nhận thấy vật đi qua vị trí có li độ x = 2 cm lần thứ 2011 (n = 2011) nên n lẻ, khi đó ta có: tn = t1 + (n - 1).T/2
*Giải thích: Mỗi chu kì T vật sẽ đi qua vị trí thõa mãn đề bài 2 lần
Với t1 = T/6 = 0,5 s là khoảng thời gian vật đi từ vị trí đầu tiên (x = A) đến vị trí x = 2 cm (tương ứng x = A/2) lần thứ nhất (vì lúc này vật quét được một góc là 60 độ)
Vậy t2011 = 0,5 + (2011 - 1).3/2 = 3015,5 (s)",
"Một chất điểm dao động điều hòa theo phương trình x = 4cos(2πt/3) (x tính bằng cm; t tính bằng s). Kể từ t = 0, chất điểm đi qua vị trí có li độ -2 cm lần thứ 2017 tại thời điểm","T = 2π/ω = 3 (s)
Ta nhận thấy vật đi qua vị trí có li độ x = -2 cm lần thứ 2017 (n = 2017) nên n lẻ, khi đó ta có: tn = t1 + (n - 1).T/2
*Giải thích: Mỗi chu kì T vật sẽ đi qua vị trí thõa mãn đề bài 2 lần
Với t1 = T/3 = 1 s là khoảng thời gian vật đi từ vị trí đầu tiên (x = A) đến vị trí x = -2 cm (tương ứng x = -A/2) lần thứ nhất (vì lúc này vật quét được một góc là 120 độ)
Vậy t2017 = 1 + (2017 - 1).3/2 = 3025 (s)",
Một vật dao động điều hoà với phương trình x = 5cos(5πt + π/3)(cm). Biết ở thời điểm t có li độ là 3cm. Li độ dao động ở thời điểm sau đó 1/10(s) là,"Ở thời điểm t: x = 5cos(5πt + π/3) = 3 cm
=> cos(5πt + π/3) = 3/5 => sin(5πt + π/3) = ±4/5
Ở thời điểm (t + 1/10): x = 5cos[5π(t + 1/10) + π/3] = 5cos(5πt + π/3 + π/2) = -5sin(5πt + π/3) = 4cm",
"Một vật dao động điều hòa với biên độ 13cm, t = 0 tại biên dương. Sau khoảng thời gian t (kể từ lúc ban đầu chuyển động) thì vật cách vị trí cân bằng O một đoạn 12cm. Sau khoảng thời gian 2t (kể từ t = 0) vật cách O một đoạn bằng x. Tìm x","Phương trình dao động của vật là x = 13cosωt (cm)
Tại thời điểm t ta có: 12 = 13cosωt => cosωt = 12/13
Tại thời điểm 2t ta có: x = 13cos2ωt = 13.[2cos^2(ωt) –1] = 13.[2.(12/13)^2-1] = 9,15cm",
"Một chất điểm chuyển động tròn đều với tốc độ 0,75 m/s trên đường tròn bán kính 0,25m. Hình chiếu M’ của điểm M lên đường kính của đường tròn dao động điều hòa. Biết tại thời điểm ban đầu, M’ đi qua vị trí x = A/2 theo chiều âm. Tại thời điểm t = 8s, M’ có tọa độ","Biên độ và tần số góc: A = 25cm, ω = vT/A = 3 (rad/s)
=> Pha dao động: φ = 3t + π/3
Thay t = 8 s thì φ = 3.8 + π/3 => x = Acosφ = 24,9 cm",
"Một chất điểm chuyển động tròn đều với tốc độ 1 m/s trên đường tròn đường kính 0,5m. Hình chiếu M’ của điểm M lên đường kính của đường tròn dao động điều hòa. Biết tại thời điểm t – t0, M’ đi qua vị trí qua vị trí cân bằng theo chiều âm. Hỏi trước thời điểm và sau thời điểm t0 là 8,5s hình chiếu M’ ở ví trí nào và đi theo chiều nào?","Biên độ và tần số góc lần lượt là: A = 50/2 = 25cm; ω = vd/A = 100/25 = 4 (rad/s)
Góc cần quét: ∆φ = ω.∆t = 4.8,5 = 34 rad = 5.2π + 0,08225π.
Để tìm trạng thái ở thời điểm t = t0 – 8,5s ta chỉ cần quét theo chiều âm 1 góc 0,8225π (rad):
x = 25.cos(0,8225π – π/2) = 13,2 > 0. Đồng thời ta thấy chất điểm nằm ở nữa dưới nên hình chiếu đi chiều dương.
Để tìm trạng thái ở thời điểm t = t0 + 8,5s ta chỉ cần quét theo chiều dương 1 góc 0,8225π (rad):
x = 25.cos(0,8225π + π/2) = -13,2 < 0. Đồng thời ta thấy chất điểm nằm ở nữa dưới nên hình chiếu đi chiều dương.",
Một vật dao động điều hòa theo phương trình x = 4cos(πt/6) cm (t tính bằng giây). Tại thời điểm t1 li độ của vật là 2√3 cm và đang giảm. Tính li độ sau thời điểm t1 là 3s,"Tại thời điểm t1 có li độ là 2√3 cm và đang giảm nên chất điểm chuyển động tròn đều trên vòng tròn nằm tại x1 = A√3/2 (chiều âm)
Để tìm trạng thái ở thời điểm t = t1 + 3s ta quét theo chiều dương góc: ∆ϕ = ω∆t + π/2 và lúc này chuyển động tròn đều tại x2 = -A/2. Điểm x2 nằm ở nửa trên vòng tròn nên hình chiếu của nó đi theo chiều âm (x đang giảm)
Li độ của dao động lúc này là: x2 = 4cos(π/6 + π/2) = -2 cm",
"Một chất điểm dao động điều hoà với biên độ 10 (cm) và tần số góc 10 (rad/s). Khoảng thời gian ngắn nhất để nó đi từ vị trí có li độ +3,5 cm đến vị trí cân bằng là","Thời gian ngắn nhất dao động điều hòa đi từ x = 3,5 cm đến x = 0 bằng thời gian chuyển động tròn đều đi từ M đến N
t = ∆ϕ/ω mà sin∆ϕ = 3,5/10 => ∆ϕ ≈ 0,3576 (rad) 
t = ∆ϕ/ω = 0,036 (s)",
"Vật dao động điều hoà, thời gian ngắn nhất vật đi từ vị trí x = +A đến vị trí A/3 là 0,1 s. Chu kì dao động của vật là","cos(φ) = (A/3)/A = 1/3 => φ ≈ 1,23 (rad)
Ta có: t = φ.T/2π = 0,1 => T = 0,51",
"Vật  dao động điều hoà với biên độ A. Thời gian ngắn nhất vật đi từ vị trí có li độ A/2 đến vị trí có li độ A là 0,2 s. Chu kì dao động của vật là",Thời gian ngắn nhất đi từ x = A/2 đến x = A là T/6 (vì lúc này vật quét được một góc 60 độ). Do đó T/6 = 0.2 => T = 1.2(s).,
"Một chất điểm dao động điều hòa với chu kì 1 s với biên độ 4,5 cm. Khoảng thời gian trong một chu kỳ để vật cách vị trí cân bằng một khoảng nhỏ hơn 2 cm là","Trong 1 chu kì có 4 khoảng thời gian thỏa mãn yêu cầu đề bài, các khoảng thời gian đó lần lượt là: từ vị trí nhỏ hơn 2 cm đến vị trí cân bằng và ngược lại, từ vị trí lớn hơn -2 cm đến vị trí cân bằng và ngược lại
Ta xét 1 trong 4 trường hợp trên
sinφ = x/A = 2/4,5 => φ ≈ 0,46 (rad)
Ta có: t = 4.φ.T/2π ≈ 0,293",
Một chất điểm dao động điều hòa với chu kì T. Khoảng thời gian trong một chu kỳ để vật cách vị trí cân bằng một khoảng lớn hơn nửa biên độ là,"Trong 1 chu kì có 4 khoảng thời gian thỏa mãn yêu cầu đề bài, các khoảng thời gian đó lần lượt là: từ vị trí lớn hơn A/2 đến vị trí A và ngược lại, từ vị trí nhỏ hơn -A/2 đến vị trí -A và ngược lại
Ta xét 1 trong 4 trường hợp trên
cosφ = (A/2)/A = 1/2 => φ = π/3 (rad)
Ta có: t = 4.φ.T/2π = 2T/3",
Một dao động điều hoà có chu kì dao động là T và biên độ là A. Tại thời điểm ban đầu vật có li độ x1 > 0. Thời gian ngắn nhất để vật đi từ vị trí ban đầu về vị trí cân bằng gấp ba thời gian ngắn nhất để vật đi từ vị trí ban đầu về vị trí biên x = +A. Tìm x1 theo A,"Ta có hệ:
t1 + t2 = T/4 (1)
t1 = 3t2 (2)
x1 = Acos(2π.t2/T) (3)
Từ (1)(2)(3), suy ra: t2 = T/16 và x1 = Acos(2πT/(16.T)) ≈ 0,924A",
"Một dao động điều hoà có chu kì dao động là T và biên độ là A. Tại thời điểm ban đầu vật có li độ x1 (mà x1 ≠ 0, +-A), bất kể vật đi theo hướng nào thì cứ sau khoảng thời gian ngắn nhất Δt nhất định vật lại cách vị trí cân bằng một khoảng như cũ. Tìm x1 theo A","Theo đề bài suy ra:
∆t = 2.t1 = 2.t2 mà t1 + t2 = T/4 nên t1 = t2 = T/8
Do đó x1 = A.sin(2.π.t1/T) = A.sin(2π/8) = A√2/2",
Một  vật dao động điều hoà có phương trình li độ x = 8cos(7πt + π/6) cm. Khoảng thời gian tối thiếu đề vật đi từ li độ 4√2 cm đến vị trí có li độ 4√3 cm là,"x1 = 4√2 => cos(φ1) = 4√2/8 = √2/2 => φ1 = ±π/4 + 2kπ
x2 = 4√3 => cos(φ2) = 4√3/8 = √3/2 => φ2 = ±π/6 + 2kπ
Vì đây là khoảng thời gian tối thiểu nên: Δφ = π/4 - π/6 = π/12 (rad)
tmin = Δφ/ω = (π/12)/7π = 1/84 s",
Một dao động điều hoà có chu kì dao động là T và biên độ là A. Thời gian ngắn nhất để vật đi từ điểm có li độ cực đại về điểm có li độ bằng một nửa biên độ cực đại mà véctơ vận tốc có hướng cùng với hướng của trục toạ độ là,"Vật đi từ vị trí ban đầu (x = A) đến vị trí có li độ x = A/2 theo chiều dương tốn khoảng thời gian ngắn nhất: t = 300.T/360 = 5T/6 (vì lúc này vật quét được một góc 300 độ)
*Giải thích: Vật quét 1 góc 90 độ khi đi từ vị trí biên dương (x = A) đến vị trí cân bằng, quét 1 góc 90 độ khi đi từ vị trí cân bằng đến vị trí biên âm (x = -A), quét 1 góc 90 độ khi đi từ vị trí biên âm (x = -A) về lại vị trí cân bằng, quét 1 góc 30 độ khi đi từ vị trí cân bằng đến vị trí thỏa mã (x = A/2 theo chiều dương), tổng là 90 +90 + 90 + 30 = 300 độ)",
"Một con lắc lò xo đang dao động điều hòa với biên độ A, thời gian ngắn nhất để con lắc di chuyển từ vị trí có li độ x1 = -A đến vị trí có li độ x2 = A/2 là 1 s. Chu kì dao động của con lắc là","Trong 1 chu kì của con lắc sẽ có 2 vị trí có li độ x = A/2, một là li độ x = A/2 theo chiều âm và một là li độ x = A/2 theo chiều dương. Vì đề hỏi khoảng thời gian ngắn nhất khi đi từ biên âm (-A), nên ta chọn điểm x2 gần với biên âm (-A) hơn là x2 = A/2 theo chiều dương
Vật đi từ vị trí ban đầu (x = -A) đến vị trí có li độ x = A/2 theo chiều dương tốn khoảng thời gian ngắn nhất: t = 120.T/360 = T/3 (vì lúc này vật quét được một góc 120 độ)
*Giải thích: Vật quét 1 góc 90 độ khi đi từ vị trí biên âm (x = -A) đến vị trí cân bằng, quét 1 góc 30 độ khi đi từ vị trí cân bằng đến vị trí thỏa mã (x = A/2 theo chiều dương), tổng là 90 + 30 = 120 độ)
Ta có t = T/3 = 1 => T = 3 (s)",
"Một chất điểm đang dao động điều hoà trên một đoạn thẳng. Trên đoạn thẳng đó có bảy điểm theo đúng thứ tự M1, M2 ,M3, M4, M5, M6 và M7 với M4 là vị trí cân bằng. Biết cứ 0,05 s thì chất điểm lại đi qua các điểm M1, M2 ,M3, M4, M5, M6 và M7. Tốc độ của nó lúc đi qua điểm M3 là 20π cm/s. Biên độ A bằng","Ta xét trong nữa chu kì, tổng thời gian khi đi từ biên này tới biên kia là T/2
Ở đây ta có 7 điểm ứng với 6 khoảng cách => Mỗi điểm cách nhau một khoảng thời gian t = (T/2)/6 = T/12 s
Từ đó ta tìm được một trong các vị trí của các điểm M1, M2 ,M3, M4, M5, M6 và M7 thỏa mãn là: x = A, x = A√3/2, x = A/2, x = 0, x = -A/2, x = -A√3/2, x = -A
Ta có: T/12 = 0,05 => T = 0,6 s
ω = 2π/T = 10π/3 (rad/s)
Ta có: |xM3| = A/2 => |vM3| = vmax√3/2 = Aω√3/2 (hệ thức độc lập thời gian)
=> 20π = (10π/3).A√3/2 => A = 4√3 (cm)
*Chứng minh công thức tính vM3 từ hệ thức độc lập thời gian
x^2 + v^2/ω^2 = A^2
<=> v^2 = ω^2.(A^2 - x^2)
<=> v = ±ω.√(A^2 - x^2)
<=> vM3 = ±ω.√(A^2 - xM3^2)
<=> vM3 = ±ω.√(A^2 - A^2/4)
<=> vM3 = ±A.ω√3/2
<=> |vM3| = vmax√3/2",
"Vật đang dao động điều hòa dọc theo đường thẳng. Một điểm M nằm cố định trên đường thẳng đó, phía ngoài khoảng chuyển động của vật, tại thời điểm t thì vật xa điểm M nhất, sau đó một khoảng thời gian ngắn nhất là Δt thì vật gần điểm M nhất. Độ lớn vận tốc của vật sẽ bằng nửa vận tốc cực đại vào thời điểm gần nhất là","Δt = T/2 => T = 2Δt 
Khi |v| = vmax/2 thì từ hệ thức độc lập thời gian x^2/A^2 + v^2/(Aω)^2 = 1 => |x| = A√3/2
Thời gian ngắn nhất đi từ x = A đến x = A√3/2 là 30T/360 = T/12 (vì lúc này vật quét một góc 30 độ)
Thời điểm gần nhất vật có tốc độ bằng nửa giá trị cực đại là t + T/12 = t + Δt/6",
"Một chất điểm dao động điều hòa có chu kì T = 1s. Tại thời điểm t = t1 vật có li độ x = -4cm và sau đó 2,75s vật có vận tốc là","Ta có ω = 2π/T = 2π (rad/s)
Nhận thấy t2 - t1 = 2,75 = (2.5 + 1).T/4 = (2n + 1)T/4 => n = 5 (hai thời điểm này vuông pha với n là số lẻ) nên v2 = ω.x1 = 2π.(-4) = -8π cm/s",
Một vật dao động điều hòa theo phương ngang với phương trình x = 20cos2πt (cm) (t đo bằng s). Vào một thời điểm nào đó vật có li độ 10√3 cm thì li độ của vật vào thời điểm ngay sau đó là 1/12s là,"Bài này ta nên dùng phương pháp giải phương trình lượng giác vì bài không nói rõ qua li độ 10√3 cm theo chiều dương hay chiều âm
T = 2π/ω = 1 (s)
Ta có: x = 20cos(2πt) = 10√3 => 2πt = ±π/6
x(t + 1/12) = 20cos2π(t + 1/12) = 20cos(±π/6 + π/6) = 10 (với 2πt = π/6) hoặc 20 (với 2πt = -π/6)",
Một vật dao động điều hòa với phương trình x = 6cos(4πt + π/3) cm. Tính quãng đường vật đi được sau 1 s kể từ thời điểm ban đầu,"Ta có: T = 2π/ ω = 0,5s => Δt/T = 1/0,5 = 2
=> Δt = 2T
=> S = 2. 4A = 48 cm",
"Một vật dao động điều hòa với phương trình x = 6cos(4πt + π/3) cm. Tính quãng đường vật đi được sau 2,125 s kể từ thời điểm ban đầu?","Ta có: T = 2π/ω = 0,5s => Δt/T = 2,125/0,5 = 4,25
=> Δt = 4T + T/4
<=> Δφ = 4.vong + 90 độ
=> S = 4. 4A + s*
*Giải thích: Mỗi chu kì T (vòng) vật đi được quãng được 4A 
Tính s*:
Xác định điểm xuất phát và chiều chuyển động
t = 0 => x = A/2 và vật đi theo chiều (-) vì φ > 0
Dùng đường tròn để biểu diễn đoạn đường đi của vật hết thời gian T/4  30 độ + 60 độ
s* = A/2 + A√3/2 = 3 + 3√2 = 8,2 cm
=> S =  16.6 + 8,2 = 104,2 cm",
Vật dao động điều hòa với phương trình x = 5cos(4πt + π/6) cm. Tìm quãng đường lớn nhất vật đi được trong khoảng thời gian,"Sử dụng công thức tính Smax
Smax = 2Asin(ωt/2) = 2.5.sin(2.π.t/2.T.4) = 5√2 cm",
"Một vật dao động điều hòa với biên độ 6 cm. Quãng đường lớn nhất mà vật đi được trong 0,2 s là 6√3 cm. Tính tốc độ của vật khi nó cách vị trí cân bằng 3 cm","Smax = 2Asin(ωt/2)
<=> 6√3 = 2.6.sin(0,2ω/2) 
=> ω = 10π/3 (rad/s)
Áp dụng hệ thức độc lập thời gian:
|v| = ω√(A^2 - x^2) = 10π/3.√(6^2 - 3^2) ≈ 54,4 (cm/s)",
"Một vật dao động điều hòa với biên độ 10 cm, với tần số góc 2π rad/s. Thời gian dài nhất để vật đi được quãng đường 10,92 cm là","Thời gian cực đại ứng với công thức quãng đường cực tiểu:
Smin = 2A(1 - cos(ωt/2))
=> 10,92 = 2.10.(1 - cos(2πt/2))
=> t ≈ 0,35",
